id,classification_predictions,regression_predictions
0b90de78f32c45e5467e08945d46b67c4bb7c8d6,0.4787431205042154,6
0b9fba2fda26db735aef7d01a7e31c657c9f14ac,1.7113478565497476e-07,20
0bc0ee360254e009b46606afd997495720384602,3.6913066608243576e-05,1
0c1d32eb4317f7692818001f68bf21c666d1a5c7,1.9145543501124738e-06,20
0c4e389c867a634186b93e511a7d19d2591b668b,4.5841230201761655e-05,1
0c7d4caba9216fec568f8f83a73d88d43b357916,4.0412710304924564e-05,6
0ca6925d7cc340978418c9b577622413267d5ecd,5.633201152779403e-05,1
0cdf2ab46792fa404282b7d7b17ce97d0245f85b,3.263070752181188e-05,1
0ceb33bacbc1bb71ad1ed2fe3f4be9ab353d5049,3.809076709405711e-05,1
0d244afbbec97c5be131e9e6d0bfddc98f93edbf,2.4069002336335785e-05,1
0d605dc9988cabd94f0df587cfc60f027c004448,1.2497101258059008e-05,6
0da2b7049a854a2e0defbd81e446399f4dc28ac6,3.203590444307038e-05,1
0db596814179456485b6e076cdf789c293335892,5.839003989289177e-07,20
0df597f1906175f01b99dbe88aedadff9ea361b1,0.13078481889384658,6
0df8649a67cf0a3b2bc210b7fec0b494fd8f32c8,5.274989293189119e-07,20
0e18387fb4e96b3e57315f8561773427a5d57245,4.423677262818851e-05,6
0e5a46fe7b893f602e27620488b7b361e4e2b718,3.9948814188143654e-05,1
0f4ca92dd6f3da4f56869ce602c8f631dead0ea2,6.868971784818264e-05,6
0fe5506628fd3987b2e4d88defacaa1a7c4776b7,3.9611993031799826e-05,6
0fea9e85086743369cc336db10142a4fe57ac86d,7.064603668781292e-07,20
0ff83a6260b69e97e894b23011674c5a22360f1d,0.0001152578118357767,6
104f93aa0b6aec34df30a71a9f94c9e37fee4ff6,1.0385845495869076e-07,20
106834dd258ae0dae334d302e7a87744ffdbe180,7.803886619774236e-05,6
10ac608c4bad5b03e3d12503166661cdda7ac3e4,2.660064189076359e-05,6
10fcc0eddd646cb5f5b3f2ea474dab00f0cdd43b,6.0004409986181543e-05,1
10fe613718929302a0afb1cb17063bfe9a318c3b,4.620253237390186e-05,6
111129f7cf86b4112fccc711c0f160aa065fab49,5.084323177274042e-05,1
1149795eb7b832cc64612d9f3bb78ddd11a1a79d,1.3066422698059864e-06,20
116c7ec81c83162f6dd62d714b9d0ef26f5cd494,6.006145234177257e-05,6
1176feddf52dbce54c45160a754cd49cba99c66b,2.7073530333794847e-05,6
11ed07d4154306bc3408025fcc3dfeed23877121,3.868721786807411e-05,6
12341d6d86eddb110c5a1bcd0ff57a2a63f14eb3,1.4608265706117243e-06,20
123c4a2540e136711b89cb2ade9eb66942d95eeb,0.0001166160133647334,6
126d0eacc781c450b9f598dae9d4c5a37a094210,5.063468069120831e-05,1
12c30cd3f64dc22dc9ddc12ab901b4e3e21d8a77,7.330769082626245e-05,1
12fb152ef5a074fe29942a1e48cd3ffa2abfa1f2,2.0744756233349529e-07,20
132150687234d81330bededbc4447454396d1aa2,0.002279467365900567,6
135b71b5f9c9d3504b8a580afee0e9ea09f0aa6e,6.256963030772442e-05,1
1464c83d09e74799f639cd1b100cc048941b018d,5.841546829473423e-05,1
1471a4c2e442ed0609413df8c33423f850a1cbc2,0.26065633989065345,6
14b5bbfbc5ebb6a496a265438bdb6e435d12363c,3.589600870600884e-05,6
159f4db57fc0ca6e39de954b4ef439e0c4de2a1f,0.0001876140853043812,6
161d84ece926ad2e2dd5ca7603f17e1a473d3061,5.239193791460138e-05,1
16762e2d6cc92fb23ee7f60c7caab25fd2fe7f8c,6.879774376917565e-07,20
167e8795a52ada22caa6bb9474c02c8528e41a31,3.1715890753694247e-07,20
170094e72b947b569413d7ffc2be78adfe52e9e9,6.212143805346281e-07,20
17897783ec6bcda57d18bce9c4b12a987d7fe166,5.71541400347529e-07,20
17ef88c1f9342219e3621aa05090f0a5357344d4,1.2050058861764404e-05,6
189c4a13dd295033fa5f27ef28cb4fcd416ddef5,6.966529290595179e-05,1
18c70661d61ca9dc365f81c103bb22d29304748b,3.837697732053928e-05,1
1925c472ec19cc37b8d05dd39cc8082534a24a55,3.696924866975982e-07,20
195cee1787abce9685cc3d8a3dfe41ecdd767e3c,7.109223530706339e-05,6
1bae2dd2d7551070ae1b44270e371a8f23e97593,7.392039538999116e-07,20
1bdcc195700eeb5b5500064855fa01e103581f4e,5.129758312862499e-07,20
1c026bf8693db3af272e27ef75c1b9c63bab5be5,5.8167316746680846e-05,1
1c3d88a1ffdcc53577082deec4dfa2a95ed9ad55,7.645352361609756e-05,1
1e08f1e9a8c611a99034900d7e71254f3e0bb0e9,4.719358071266128e-05,1
1e09105107dfe52025a6c1053f58272af31b3de5,1.9943090000984247e-05,6
1e10857416d783455745606bea039a1d566f8e96,5.056037573299691e-05,1
1e6a2023e2269f73fbfa6e1adff57fe356c7a47f,8.492430935924679e-05,1
1e8120ccee7554528fc7c54cbd5bf90d53bec60d,0.00021927123809614823,6
1e82b654b8eb2302d9807fd85275a2626cb7242d,3.312557504652828e-05,1
1ee937270de2993da43506e0c8615bfae80d294f,1.7531416936413365e-07,20
1f6241060bb63ce83fc346d7d1e84500409866bf,2.098674202898742e-05,6
1fd5df313dfb07b775f4318286772f827b21fe80,6.167166881561252e-05,6
1ff57d8ff8ddac3858253e1ec0624d34d52eb528,4.5368664309318624e-05,6
2055d45c9a8a527d50606126f97777f231746ff4,2.6894749843964145e-07,20
2103f6d2ab7ad409b6892de851b78a62ce35ac33,6.384743734048205e-05,1
211e1d9420faa20705eb626304fccf61574f3994,3.967268674300221e-06,20
212a01935be7edba3bd79ca01c1b498a119f3246,8.451143291221666e-05,6
2136092c7302ad0120b845168759ff62c7c35dd9,4.256365832644325e-05,1
214e38239e2dec8b69c5e43063d2a41ef72dc4df,0.02517823597977462,6
21c47f62d1f25562cdb19ed84ea41e69cc1686a6,1.7780146355497754e-06,20
21d80e1ba6110b21a5af63875e5c17ad3a0de06c,2.590312237965154e-06,20
22740ecc0518ae7e6c49522f2f77d882665e9c22,2.097295802705692e-05,6
2342aa2769442fcb869a5178859906ee81493f8e,3.766253603734514e-05,1
23d76c20de99f0543cece7fa1893147cc7a46ab3,7.81341803549769e-07,20
23dd0c5c74a3e92def62089f0b1ab317fb475c24,5.790806987559817e-05,1
24eb477b93f25fabe002df4016cab2396307cc8a,3.6409262901304686e-05,1
24fccd3637b6b14272dfedf606213c389f5b90b2,3.897762814301574e-05,6
2517f6a16384181239357d0ebe25817f3f77d1c4,6.538247104513717e-07,20
2533a75019c4db6e34309c268d631b20882fd5f5,0.0002338905349723209,6
257b2d6250263096e68ad18faf25bba1e7e641cc,0.00014739058236743846,6
25b1be8076f0de46232bd46a9779ddd81b5caa54,6.42246535746453e-05,1
25b6d233115f73d0a9fe2d0cc41daf71924bcc19,4.153144441564443e-05,1
25b88ce24eee1ecd417582f95b985d2e8a381fda,3.981559461118449e-07,20
2650094e200580c6044ae65db32b9be8c352f40a,0.00011445695891508064,1
266d3763258d460fed2cdaf59d6de7af79b2ff1b,3.283354028362985e-05,1
266fb37c0ad5d954e8355b1423b6961a2543c134,4.241297065768304e-07,20
267d249434f722f379a15b32f88a85caf957aba1,3.128026493896008e-07,20
267dfe3e74295574846f06cee503751ac2f1583b,7.934312036891441e-05,1
269d34d47a58ad0980295ed294237ed2cc1b977b,3.249639327444244e-05,6
26cce163e312efea37e296f1477429c1ba19351c,4.175971653395688e-05,1
26d9df71df539fe292822f18ea8e070122b150fe,0.040261188845518416,20
271849290c7c0c6f5951c12f5f33e726f50b7506,7.968896365962724e-07,20
2745e965d5fff922f230b16c09f2dc27f5903693,2.078545299258211e-05,6
281add16fcc796a5811df43e7f17d9d711c97605,7.231666685778835e-05,6
28cea16b8435fc034e80e24cbbbfdd1b12e4c45b,7.275202833302415e-07,20
28d247855f0558274233e891bc26fb67c44ca8c0,7.125460259203445e-07,20
2939686139fa18d0fe8bdbf2085cc665c909ba6b,0.01248441964791942,6
29b87e20024c5549e4cfe73e10ba10284c2639ca,6.338742772128403e-05,1
29fd052a0f48ac3ba8714235686601831f53d3c0,7.271866101751873e-07,20
2a0b69dee90302ee58f568f8453c4a99802248e4,1.9792486128527352e-07,20
2a1732ca71e44a3c438bb99919ab8b9a487c4b6b,7.387477735296998e-07,20
2a72d6c52aa5b5c3d822d2492e731f36b2f6bd29,1.1642018164838553e-06,20
2af0cd43744b782634e4541774744311cd4b38b0,3.4476330231441943e-05,1
2b93af99d2056c750fc6c7ac9012cc415bff5fc3,0.00011350978174311555,6
2ba29b443f04de40a0eab2d48c8ccb84a5014021,6.664818922030218e-07,20
2bf071aaf23297b590b8cf3c65cffbca7c0f8b97,2.957964760317698e-05,1
2c0d6726ad58b8b51d25fbf426cadbba9a0e5f65,7.478652297497338e-07,20
2c7884f5da696940b8731328efd5e31dd03e2a18,0.0004344508517566239,6
2c96172fded289c8a48b0d82b9b8a065673da3c2,3.8857956144439256e-05,6
2cead8a6c25e424e439d2ac7019dbcb245e2ec71,6.51779616522799e-07,20
2db59b662511352ab376ddd4c8143b5fd595c5f6,4.39609370440202e-05,1
2dbbe55dcb8c1e882cdd40f9388710f5145967e9,1.8782274824259288e-05,6
2de809591f062fdaa6ff10cbcc8ef6cbce591cf5,7.52626820261612e-07,20
2e3913f15d9b79e7ad5a01e53b1e5be10834952c,0.00015902406947982263,6
2edd4ada58050e33a817f0f15b8821c61f4c1793,8.942934623347932e-05,6
2efdcce50164113846ee4c6f523905d70dd92b29,1.7057986062055236e-07,20
2f3976893e266509756146b3bf2b19cdf4d17dc1,3.3607001168635425e-05,1
2fbda22fa1ba840d06668b8f2b0a11a632cd9409,0.008134330325482957,6
2ff2358ac7862a36c9dc127e97f6df4e3a3dd9da,0.00010823341592661752,6
30135c86cb8ba85e628fb637fb7ce00258ad4583,2.9454905929661372e-05,6
30292a3320d4224b1eb5d60dad1be0a57a4472e1,8.113880874600528e-07,20
3038042a0be5808f9f91f61162b6f74fcac49c67,5.617614499320341e-07,20
3109b2b36b435647bb5de0b98b79da873f64fbb1,4.052030484816815e-05,6
315d97d45d81d4286ab4313a0be6e89ee3abaa13,3.356982318847883e-05,6
31fcc699912ad04fecac41db498588905aea931d,7.253727638631747e-07,20
32bb77b0c8595aaaea5fe94b27e669b2566bba8d,0.00013268875681727042,6
32c472716577a583adc9ada9eaed2df3a368de0b,2.117821023623052e-05,6
336f743a8e5f5a582372c9e7dddc1d0f522ac5af,1.700848854854519e-06,20
33727564affa1ff90c41de7a7b606297c89873ae,4.825549345364847e-07,20
3404946424f570d2edbd73a25ee9b9b7a2a3ba9b,3.7085856486352986e-05,1
345635c2d7dc70f40a990fdd829d0c083d41a4ab,6.051219611805332e-05,1
347a1ffb49d0834d2961023c55c3121d337ab4f5,1.1670185145660006e-06,20
3497134de6a588ae57f0e0e778df0956929220e7,7.33219154302227e-05,1
34d5d2a8e90cd0ad2bc3a04c373e4ef5cdd497ee,1.991615375219853e-06,20
350c18bbd41cc46e40399cc799f72e1903b82ae7,1.1937373175166815e-06,20
3524852f70b4dc4015b2f7e9e3d5554274dcc4b5,1.0172297599583318e-06,20
3527a50680926bb917b62fc800452ddb546866f6,1.3323531238808666e-05,6
35e47bc9b33ddf2efe63d450a14bbf70601293dd,5.414967888749736e-05,1
36642801d5047ec6267df68720f98769f95a3e8b,1.19171909314362e-06,20
3773a854cf52633c5c8edcc690eecf429e444958,5.4000521684937184e-05,1
377bb567d539f33c686ebf46ca7eee29d52a933f,6.603681264613527e-05,6
3797aa78ebdde9451bc712174153a3126a0e3208,3.8023810082016073e-06,6
38bf1b4876b61761b788c50dec7749d5e675e8c0,4.176150287095505e-05,1
390983be9d3801f1c92a72a45bb8abe85a994f58,1.190003780976832e-06,20
39278864b4ab549597d5273afa1611064c51e3ae,1.011200623000613e-06,20
3a0ae51dde7ad60d6d4694e4240d0068b4edd03f,5.2797038912433445e-05,1
3a8a44bad74d182aae3ebf9e6bdd8257176708eb,7.893902386648385e-05,1
3b03b6b1b17157a929c434781b946f99663c6114,2.85356670570344e-05,1
3b152d6a85eaeac290b26007122152c958e429f6,0.24103102306515,20
3b96b811c542b9270788031161b81020b502bd12,1.7584389093141255e-06,20
3b9f917e9eb38e7a196b65d8a183ced8d97892af,6.117791050261234e-05,6
3bd6355d60c9aedf79465f8de003f779ad450d5a,5.748998221655887e-05,1
3c0cf8806e3893afa56c1094f5c63bfaf612bb46,1.0307314461562332e-06,20
3c6d35f60899510a8fe359a3d234072e8b29980e,2.062525601073444e-07,20
3c858ca9b9a43558f9bdcb1bc3e038ac159065e0,0.00014249361087097706,6
3d568e52271c262d87e34e6cc1d6dffb4c420fba,3.499777067266943e-05,6
3dd8f68effeaac783d06d08b2e048bed569067a1,6.498550439715469e-07,20
3ea64e9c143efc1b3752cb10db509674fe594759,3.148754541011946e-05,1
3ed32126a9ddd7711433a7203e49b0def9bb3bb8,6.125077633424825e-05,6
3f49f77b7d2999878995be4fea9c455d2fbbe132,4.4190391333660107e-05,1
3f9c8fbee881afbea1a0aa0da299c87d9271c275,3.287868075690303e-05,1
3fae149ab0f4aacdb3942b45d32dd71a0419bf1e,3.280653405139975e-05,1
402cba852c7c4c217cac4748e38938b010127bd6,4.740939873926733e-07,20
40833c77e6827ecad0cd79a1c95ab3be9f486297,6.752289254741973e-05,1
40949da91d4465721db9ae41789b8c8c9b990822,5.409755032507473e-07,20
40a5b5d18168b2b0d4ee2b761d6d16cfa8843a54,1.5191774557484156e-07,20
41569f42d3ba65990b004d10cc5049079749d683,6.084794322233975e-05,1
424b57950c8838b1bff0ce1f5329816caddd1d67,2.1978598051780192e-05,6
4263f887f5301e5e2a982dabe42e1525c56f385a,0.00043158629313947946,6
42accb5a89db0fdfc3eeb93bd1f442e83094e6ab,1.5148846629338587e-05,6
43a0287b79247af3fb381eb0dc90579638b7d181,5.362701079571956e-05,1
4405d736ee1b04bb7332bc09d1d2b41a11b69877,3.448392053966438e-05,6
44687a091b5004297940e0bd3389b018df681a8c,4.8990430442105716e-05,6
446b34397f9fb12fc16edeacb332a8be408af7fe,3.88604878101615e-06,6
44a1f7ab5efa72f24aaad7446cfaf0c51575b7c6,5.356115726191938e-05,1
44a240b8fa6950796caa30ea7fd250f88a991746,7.25934229935441e-05,1
44cd44934885b64f076eccaa413291c548bdd5ea,6.305569314873909e-07,20
453a1620e659d86907239323e2858834f77c47c9,3.4305258299642238e-06,20
45c4e20da2de9d9720e92e41016f2fabb5ea0caa,1.2148073023214338e-06,20
45f4bc028ad7c66a54f0c316a5c9ae25fd6bdbd2,7.301579657035376e-07,20
46a53981a61fa116ccf05a8b83874f684203e728,1.1287397769068387e-05,6
46d5789a5bdcb047343e7870120f100a1b2bce99,4.297865952764098e-05,1
477742f839e72bf8b1269ae33dee05d0807816ff,0.0001630623637371835,6
47ed4f7fd05cf0a9330b64cfcf853366570f9de4,3.846953310993044e-05,6
4841113a255f4d615cb682ad8e3e37b85f328850,2.918302386210428e-05,6
4869c66556224ad71125f61c9f34236756e08021,2.878377284782533e-05,6
488caca71da221550bddeeb9b1cbbf5de348d537,5.557753796445421e-07,20
4906da05fcd2a132ef5b98b2798cc2907e554ecd,2.199158316425065e-06,20
498c4c610be27367acf56f6259f32b8d282d92e0,4.861884299653821e-05,1
49c6a903730018d49b5232f78ecbe0ff4f93a5d2,1.6667322281601073e-05,1
49e57982fff98964911fc28bf17bcd7c5e7c2fb3,0.0002175788133181416,6
4a3928d00b7e46a35878601a933ead327ca60dfb,3.723396137895561e-05,1
4b6176ca5ee7b00872125d24b84e5224d4e6ac7d,5.328410712457376e-05,1
4b9e9319b81c733d84d56d61c818a707721cd86a,1.8229096213001256e-06,20
4c19e8c644b1c14e1ca4e5e6837ca2245eff8463,0.00034473346337413605,6
4c79c8af6cb9f2b3bcba310f456a2f6b3455908a,1.1245882073645559e-06,20
4c809f1ae8fd0790f7d9e8f16c83f058d1e3aa19,7.20889467125785e-07,20
4c92e9d86c4a24cc28f8d95eb366bf3757217069,0.00014077512415790143,6
4d774ea44fecaf232dba26d5b6c698d21253986d,7.711063546086493e-05,1
4d975a96bff8c4cf707df6b01d0834beadab63d8,4.505517896121746e-05,1
4e4bfeabb7c6504d70fc59ab3ce638eafb2d4ab3,0.0010150424810965184,6
4e9f0d4595e26ee247c26c34986818542ca21739,3.553686797921275e-07,20
503ff88ab79a833d9a64535e537acc2d2e010676,2.1072645644259062e-05,6
50dab6b5e53718925fbf188de62283767a4d63f8,0.4372123024258516,20
510505636b14833eb209c978d6b20f3bb1b7f760,1.0745072438477565e-06,20
51129a6af36d7afdda9552b55e263491e17bcb28,0.002620800143527307,6
5124773561853d478813aa90cb1e4ed6c141ac6c,5.9805986042564745e-05,1
517c911a1dc67f584d76ce6e232cf1200f021043,9.761966624258127e-08,20
52053e9b54ca72ce740b5b93afe8b357c1fc00b6,3.2834350939224544e-05,6
5286e837c497279ad187f9c2e644ad0fddbabcba,5.025839078515867e-05,1
5290f40f2fe1f515d95356f36de047c640a31355,0.006817771406612361,20
5299c70ff8de5c42323d2056196517022450f068,0.00012539129459666486,1
52a112778782991d4e1181aab4fd897108c0e92e,2.925087014377029e-07,20
52bce846799a6ce83b807f4c601d9f44736498f2,5.043263823198301e-07,20
53356366e86534f7970cec0298cc518434691636,6.686543110173446e-05,1
533a135e7912476bbe3a9ce0e633ccdcf44f6e27,0.02363664757370905,20
535fa5168e02ea862fda2967a2e2b3968a9a442c,0.3225051701387142,6
5397404173ae67806e43dda7a6a750842cedb038,2.9340440045765167e-05,1
53b574b1e74bd95dffad11665d386c05d1ad8b63,6.513452596486796e-05,1
5403e0270f955cb162fbeb38086e50d0e6e0c1d6,3.1922401748727746e-06,20
5422f65ad4ca8a13b7d8814a7dfc438ad1b9963e,0.00012036363167967225,6
547a1e0beca8145ca293c98fb849f04706c040d1,3.260704082694887e-05,6
54cb1659207fb24197eb3ea67051bea1f8007368,3.8242240145620716e-07,20
54e1a8d2de161d001e504a53bf904bdc89dd4bec,0.00028563360410265227,6
555b00ff9d3c21288c4893626c199623a6a86494,4.014386325471984e-05,1
55a7992813820f087700177aace2c72adea66364,2.566665370206898e-05,6
55c46a3c2cb19a87d8985bf4369044aae242d9e4,2.3006231080033624e-05,6
55c969139aa209e1f5a9a162494fcfafd9543870,3.786713373513277e-05,1
56679e2cc237523cf7127f3d8a116164de35b459,0.00011255652466206592,6
5670dc5c8a42c32dc0a088fc87c6a5d1ee9e304d,5.698096040026878e-06,6
573f02989983a2c0c63d0e3da1767dd0e45d0d5d,3.4468367764142743e-05,1
57560e5d8f38ea34d7a763925fde7bb1efbf5c30,0.4816958011441198,20
57dd13d64051f8888560be72cb4a501374b4c207,4.380469436082599e-05,6
584f44c8a717a1b0e31761553521c33a46345a96,0.00016677635259927496,6
58b02b6009fe22e9dfe4fe3a01b523c167ac4200,1.2751404500333245e-06,20
58ee76462562c96d6dd9e16d6d13f2dbdcb33ac0,4.409783158152238e-07,20
590877044d1c4fe7ec40e9b83eb021c34938a593,1.697944583978105e-06,20
5918d2e3dae2ddebb97ef4799a0045757c9575f2,4.088001608610957e-05,6
5a698bfac2ada577cbeb84fb4bc2e285094eb8eb,1.235114154286895e-06,20
5a6be213284e700990724e0cd59bbe3168bc7e57,0.00011003536403807642,6
5a9ac46afd7ef2036eb9f16eae5d9509f9133a82,5.8309750615830966e-05,1
5ba2f694288981c8b61eaa2988f425052aba7ce7,6.1009046550145837e-05,6
5bd45d9210a167297a55e5e04aa67c86eb5cbddc,1.8839968373672232e-05,6
5bd5364bdd8e31eededb2876439c2b165a5df701,3.144236581426787e-05,1
5c1a295acf4240f8a73fffd548928104b5a85eba,3.3190275407909435e-05,1
5c58786230d6750b04b40557c180e6d0400d16c8,2.701725459809629e-05,6
5ca554b50dd27f2976f054d7f2ce7291550bb77f,1.2826557243380508e-06,20
5cf4ac9026677bcc700b12c0053702f3a9a3f8af,6.090099449189477e-07,20
5d978f71d4e0a2ccd04a745b6cdebfb1d1275451,3.9382151536305744e-07,20
5e053f6cb54fbc42fc9ce5d525ebd1a51a0b9a6e,8.459900886991196e-07,20
5e08d39087d25c07222105d4d0aad94a275d6dcb,0.00015205879715732255,6
5e3ff73b6d545db4effb38f25e69f56612f0dc3a,4.142789654116595e-05,1
5e65de2b6b0728bb275cd23af030be91b91d6bcf,8.421080725253869e-07,20
5ea564171af72c9b3308d2fa2e14c701edf2c0de,0.0006415095170561552,6
5eea80882a0c8c5b64c46e91be6150e183a3ebc8,1.919905190373563e-05,6
5f078f6a70b9f4504684b13f3b3befcee6efc1db,5.141542524352778e-06,6
5facce230b54f466e53467140787fb9383772636,4.064942104285025e-05,1
5fe136135ff5bc6510d472b9342facfe585e2693,3.961922721338107e-05,6
600bb2a8b1fd7022994a59d762f77000a1663c50,3.87929240088613e-05,1
603fe383827fa1b19d8c08df05b88d5d2b3a545d,0.003457273803183696,6
61f29cee2c00fd9d84e33e8f799ca00a88f41583,5.1083683611874734e-05,1
6237039d9bd0cde0f7b51affb434a6f0a45eebe6,4.2694825873284584e-05,1
627afb8eefd3fced95334d59656a4241a68e93ed,1.9710413943425682e-05,6
627d54ceb7aa8de4261759043c8b953e1a01eae3,1.3369168075704906e-05,6
62d9c5b1b553dd2467ec99b02c996132ca72bead,4.4535591021330136e-05,1
62ded4cee0b35fa073d80f43286b26091ab18e29,2.5967803262654906e-05,1
62fbba4100e026773097188a0e03c66924d06ea1,4.584543381727546e-05,6
637f9e58674f758392e472451d2fd7f951445b4d,2.8230487275079907e-05,1
6438914b7c94e6af5e70f14f276a441d6b63cd32,1.2042115791910494e-06,20
6440dbe2b114c8a6ef71cfd334eabaf3ebd52b86,4.124704799842024e-05,1
644149b7ed393f083adae078913e0ff7f4f50603,3.413283802387141e-05,1
645f9995e4262c5d2d9e45e5b396fa4d1bed4d8a,4.905043355150413e-05,6
650c08d0ad9de85e72b8c6385bfb394601f9779d,7.681997658570458e-05,6
6521ebfb0e1f75b8acdf5b140329a2763fe70de3,6.002775033363855e-05,1
6528c0ca6e6c7a05a56c9b8fe1ba6d0ca90530fc,8.941371425731531e-07,20
65395d6bce0c8c3bf116bead295170cee23cc7c4,5.455116161102335e-06,20
65a77f31ac0ffce13e404095e8e870ce171361fb,0.00025611349948108603,6
65da8f26f428c59218f02a520cf1d000311956e1,4.19196230608406e-05,1
65f70deb9f49e6efd5a8339150c810ef08db4e48,5.1547335446752e-07,20
660966ae53b7bc7a13fbf8fc7314628a871fefed,4.1273630263605516e-05,6
66857c42b16b67b7e967a8dbc900512b8d88555f,3.988561711299746e-05,6
6686efff75bb174831933bede43d98ea2e71e6d8,9.517156833064159e-07,20
670a4337844ad5fcffc3b8217045035018b8d692,0.10475878080491227,20
6838dd65e41ab16daafd0e814d48a3ed80b433e0,6.390005007247783e-05,1
68583479751ccf946deca9b833869c3cb07a3b4c,6.385864003017894e-07,20
68ec7e24b7b9de43c71ff2c83402f1cc2d5be99c,1.1868524772588693e-06,20
68ff65489496776922faf184bf976fd0795c4cd7,2.8213259628799236e-05,6
69392709adc452a8e4769dab21a67ebd28d60bc8,6.448907444619114e-05,6
6990d58fd1ff2efd2fd9b601700452423756a15d,5.194725549795572e-07,20
69d6de0d72ac55cc67d83b5e1e81e62c8faebf5c,5.2326595092698e-05,1
6b0746ec71afb97b312973ddfead4925d0a5ccee,3.1052052862022146e-05,6
6b124b99fc50442b4b296627b60ce8e0685cee92,2.152678116140234e-05,6
6baa280241be3062c15e3b19abe0b205e45b9302,2.2949852676259065e-07,20
6c2684d3315ac7e5fbaaa8e350c0f4fa7bc53d0b,4.57377304958594e-05,6
6cb7c43b878161f28d9c632075181dc598fe760a,5.156584006972936e-05,1
6d6f858a2366c2d02636cf1e90b658dd67c2604e,4.339321637471696e-05,6
6db13058429f4fc8be5c846c6e58ffb2ff469a8a,0.00015389095100386732,6
6dbe79eca7d144e926df8427f52ee127beabaa4e,5.1362572748519504e-05,6
6df7560d396c76f724f6b054d17865da5d5a7c6c,9.150060457194904e-05,1
6e15da453162b54f20eac3c2add6971172639bc9,4.499208806556756e-05,6
6e20dff95a69845b92af10403047d48fa34e24c5,0.17841382418062754,20
6e7fe50fe9a546b6b1dcbc383a3b78582cdd0ec5,7.015103122882342e-07,20
6e849470f824192ed781c7bcd31f5b4f2775054e,2.4935342843819548e-05,6
6e93c8787b9366df90f767aafba5d6193d7c56c6,5.102098147487388e-07,20
6eab833bb084ddbd71cc13d9120c2357aa3026f0,6.0192747909879294e-05,1
6eddd585f52b3505004087b0a302495d89d3e12f,2.7974150681129885e-07,20
6f22c5407c8a4c80361596e9c1ba92275e3f6793,0.29906631654867266,20
6f993c525f3d69c3c53f1e95b8354be90ce0c625,4.867848418250584e-05,1
6faacdd44ec82ffe240b0e1ad498b68c3707a7b2,3.965701977802601e-05,1
709507e3c2cc35d53f0581dcab4bf5aa3dad9e8e,1.0604091751211528e-06,20
